,day,timestep,IND,AAA,BBB,CCC,DDD,ETF
334,24,334,111.75,225.93,338.3,250.7,166.37,245.28
335,24,335,111.81,226.26,337.79,250.7,166.68,245.31
336,24,336,111.86,226.25,337.17,249.93,166.75,244.98
337,24,337,111.83,226.5,338.21,251.05,166.33,245.45
338,24,338,111.9,226.78,338.18,250.31,166.24,245.31
339,24,339,111.99,226.23,339.03,250.92,165.99,245.47
340,24,340,111.94,226.28,339.4,250.36,165.71,245.37
341,24,341,111.95,226.2,341.03,250.34,165.95,245.82
342,24,342,111.98,226.48,341.73,251.76,165.35,246.27
343,24,343,111.95,226.73,340.88,251.85,165.75,246.22
344,24,344,111.9,226.42,341.17,251.73,165.79,246.18
345,24,345,111.86,226.51,340.57,251.07,165.78,245.89
346,24,346,111.94,226.52,340.57,251.24,165.88,245.98
347,24,347,111.99,226.06,340.94,251.35,166.31,246.09
348,24,348,111.84,226.08,340.29,251.27,166.73,246.01
349,24,349,111.7,225.68,340.93,251.55,166.99,246.21
350,24,350,111.51,225.11,341.13,250.33,166.77,245.75
351,24,351,111.6,224.86,341.27,249.65,166.84,245.56
352,24,352,111.55,225,340.67,251.33,166.51,245.8
353,24,353,111.45,224.91,340.22,252.66,166.35,245.94
354,24,354,111.32,224.43,339.77,252.84,166.37,245.77
355,24,355,111.43,224.8,339.61,253.64,165.76,245.87
356,24,356,111.55,225.13,339.32,253.5,165.62,245.8
357,24,357,111.58,225.52,339.19,252.91,165.22,245.61
358,24,358,111.59,225.01,338.06,252.56,165.56,245.2
359,24,359,111.52,224.49,337.82,251.66,165.33,244.73
360,24,360,111.48,223.69,338.06,251.21,165.26,244.47
361,24,361,111.39,223.79,337.65,251.11,165.2,244.34
362,24,362,111.39,223.68,338.03,251.61,165.34,244.57
363,24,363,111.4,223.8,337.83,250.75,165.51,244.38
364,24,364,111.3,224.16,337.97,251.06,166.16,244.76
365,24,365,111.28,224.16,337.5,250.53,165.58,244.36
366,24,366,111.43,224.58,336.92,249.83,165.4,244.09
367,24,367,111.65,224.38,336.99,249.91,165.1,244.01
368,24,368,111.71,224.5,337.79,250.19,164.98,244.28
369,24,369,111.72,224.74,338.45,250.14,165.51,244.64
370,24,370,111.75,225.09,338.62,250.34,165.37,244.78
371,24,371,111.83,225.17,338.35,250.02,165.43,244.68
372,24,372,111.9,225.09,339.01,249.93,164.78,244.63
373,24,373,111.98,225.45,338.25,250.49,165.19,244.78
374,24,374,112.15,226.23,337.67,250.52,165.45,244.91
375,24,375,112.14,226.61,338.48,250.28,165.04,245.06
376,24,376,112.25,226.16,338.27,250.09,164.98,244.84
377,24,377,112.35,226.11,338.83,250.11,165.1,245
378,24,378,112.24,225.75,339.81,250.45,165.6,245.37
379,24,379,112.2,226,339.79,251.09,165.33,245.52
380,24,380,112.32,226.06,339.9,250.96,165.39,245.55
381,24,381,112.13,225.93,339.79,250.16,165.49,245.3
382,24,382,112.24,226.58,340.66,250.33,165.22,245.67
383,24,383,112.25,226.76,340.06,250.8,165.53,245.77
384,24,384,112.28,226.72,340.25,251.37,165.43,245.93
385,24,385,112.38,226.55,340.37,251.37,164.99,245.81
386,24,386,112.19,225.56,339.84,250.53,165.06,245.24
387,24,387,112.2,225.55,340.56,251.54,164.26,245.47
388,24,388,112.07,225.37,341.26,252.55,164.47,245.91
389,24,389,111.94,225.42,342.13,253.73,164.38,246.41
390,24,390,112.02,225.33,341.98,254.04,164.81,246.54
0,25,0,112.57,227.51,333.77,248.57,163.22,243.27
1,25,1,112.67,227.95,333.17,248.34,163.53,243.25
2,25,2,112.61,227.53,332.3,248.04,163.45,242.82
3,25,3,112.58,227.5,332.1,248.03,163.24,242.71
4,25,4,112.64,227.73,331.53,248.15,163.23,242.65
5,25,5,112.8,227.61,331.01,247.81,163.06,242.36
6,25,6,112.82,227.75,330.36,248.15,163.53,242.44
7,25,7,112.83,228.05,329.68,247.89,163.35,242.24
8,25,8,112.76,228.06,330.02,247.64,163.39,242.27
9,25,9,112.89,227.97,328.43,247.64,163.62,241.89
10,25,10,112.73,228.32,328.32,247.89,163.75,242.05
11,25,11,112.81,228.41,327.67,248.32,164.1,242.11
12,25,12,112.79,228.03,328.03,247.49,164.37,241.96
13,25,13,112.66,227.95,328.59,247.25,164.45,242.03
14,25,14,112.64,228.3,328.78,246.01,164.56,241.89
15,25,15,112.59,228.53,327.28,245.48,164.22,241.36
16,25,16,112.74,229.26,326.09,245.6,164.09,241.24
17,25,17,112.73,229.21,326.89,244.25,164.01,241.06
18,25,18,112.75,229.46,328.94,243.81,164.03,241.52
19,25,19,112.84,229.08,327.7,243.58,164.09,241.06
20,25,20,113.01,229.48,327.88,243.68,164.45,241.31
21,25,21,112.88,229.31,328.59,242.41,163.91,240.99
22,25,22,112.9,229.21,328.21,242.64,164.23,241.02
23,25,23,112.95,229.54,327.6,242.12,164.01,240.78
24,25,24,113.12,230.18,328.3,242.9,164.48,241.44
25,25,25,112.97,229.69,329.25,243.75,164.93,241.89
26,25,26,112.9,229.3,329.29,244.23,165.4,242.03
27,25,27,112.94,229.59,329.54,245.58,165.42,242.51
28,25,28,113.07,229.53,330.83,245.52,165.24,242.77
29,25,29,113.12,229.71,331.84,246.2,165.38,243.27
30,25,30,113.15,230.1,331.48,246.33,165.43,243.34
31,25,31,113.07,230.12,331.22,247.77,165.1,243.54
32,25,32,113.09,230.07,330.04,248.87,165.24,243.53
33,25,33,113.09,229.91,329.46,248.91,165.43,243.41
34,25,34,113.02,230.06,330.42,248.46,165.85,243.67
35,25,35,113.01,229.73,330.98,249.06,166.56,244.03
36,25,36,113.01,229.77,331.24,249.4,165.95,244.05
37,25,37,112.96,229.78,330.77,248.95,166.36,243.93
38,25,38,112.95,230.15,330.51,248.68,166.23,243.85
39,25,39,113.04,230.49,330.43,249.08,166.21,244.01
40,25,40,113.05,230.64,330.8,249.55,166.08,244.22
41,25,41,112.9,230.44,331.25,250.72,166.37,244.67
42,25,42,112.88,230.06,331.98,250.64,166.04,244.64
43,25,43,112.82,230.24,330.7,250.23,166.31,244.33
44,25,44,112.89,230.55,331.55,250.4,166.64,244.72
45,25,45,112.91,230.3,331.59,251.33,166.71,244.9
46,25,46,112.93,230.42,332.96,251.91,167.09,245.53
47,25,47,112.91,230.74,331.7,250.78,167.07,245
48,25,48,112.89,230.92,330.86,250.51,167.52,244.88
49,25,49,112.89,230.81,330.51,250.93,167.58,244.88
50,25,50,113.04,231.42,330.77,249.54,167.27,244.65
51,25,51,113.23,231.44,329.99,250.39,167.04,244.62
52,25,52,113.23,231.45,330.56,250.49,167.38,244.87
53,25,53,113.16,231.29,330.67,249.89,167.28,244.68
54,25,54,113.19,231.66,331.14,250.05,166.83,244.83
55,25,55,113.19,231.49,332.08,250.49,166.7,245.1
56,25,56,113.06,230.76,331.77,250.21,166.61,244.74
57,25,57,113.22,230.85,331.91,249.13,166.49,244.5
58,25,58,113.11,230.52,333.15,249.7,166.8,244.94
59,25,59,113.12,230.18,334.52,249.59,167.27,245.3
60,25,60,113.21,230.47,335.15,250.59,167.45,245.82
61,25,61,113.28,230.72,335.53,250.61,167.2,245.91
62,25,62,113.19,230.09,335.15,251.15,167.59,245.91
63,25,63,113.19,230.31,336.95,251.93,167.25,246.53
64,25,64,113.26,230.21,337.31,250.88,167.83,246.47
65,25,65,113.37,230.09,338.05,251.34,168.13,246.82
66,25,66,113.33,229.62,340.38,251.77,168.16,247.4
67,25,67,113.36,229.73,340.18,252.08,168.4,247.5
68,25,68,113.4,229.2,341.45,251.42,168.11,247.45
69,25,69,113.24,228.7,342.06,251.7,167.67,247.45
70,25,70,113.31,228.56,343.55,251.51,167.51,247.7
71,25,71,113.16,228.3,342.64,252.85,167.64,247.79
72,25,72,113.05,227.67,343.92,252.26,167.46,247.76
73,25,73,113.14,227.84,343.77,253.01,167.76,248.03
74,25,74,113.12,228.26,344.27,252.63,167.9,248.19
75,25,75,113.13,227.97,345.07,252.62,167.28,248.17
76,25,76,113.34,228.11,345.15,252.49,166.92,248.1
77,25,77,113.28,227.72,346.32,252.44,166.71,248.22
78,25,78,113.2,227.59,345.59,252.08,166.43,247.83
79,25,79,113.27,227.6,346.52,252.11,166.55,248.1
80,25,80,113.15,227.43,347.2,252.22,165.19,247.93
81,25,81,113.2,227.49,348.37,252.57,164.85,248.24
82,25,82,113.31,227.53,349.56,252.2,164.99,248.48
83,25,83,113.25,226.76,349.29,252.32,165.29,248.31
84,25,84,113.2,226.91,349.03,252.51,165.02,248.29
85,25,85,113.26,226.79,349.13,251.92,165.42,248.24
86,25,86,113.26,226.42,349.38,252.04,164.93,248.13
87,25,87,113.49,226.89,350.72,252.01,164.83,248.55
88,25,88,113.52,226.67,350.46,252.56,165.05,248.62
89,25,89,113.49,226.42,349.39,252.3,164.95,248.21
90,25,90,113.33,225.98,349.23,251.87,165.1,247.99
91,25,91,113.5,226.87,348.15,251.85,165.32,247.99
92,25,92,113.5,226.7,348.21,251.44,165.78,247.95
93,25,93,113.51,226.39,348.56,251.15,166.19,248.01
94,25,94,113.48,226.41,349.15,250.97,165.99,248.06
95,25,95,113.55,226.89,349.79,251.44,166.44,248.56
96,25,96,113.57,226.98,349.41,251.53,166.41,248.49
97,25,97,113.7,227.09,348.94,252.79,166.58,248.75
98,25,98,114.07,227.9,348.79,253,166.57,248.97
99,25,99,113.98,228.15,349.11,253.31,166.65,249.21
100,25,100,113.73,227.94,348.55,253.2,166.81,249.03
101,25,101,113.75,227.92,347.08,252.61,166.3,248.39
102,25,102,113.78,228.04,347.22,252.79,166.15,248.44
103,25,103,113.83,228.35,347.32,252.67,166.42,248.59
104,25,104,113.87,228.51,346.56,252.87,166.6,248.53
105,25,105,113.84,227.96,347.15,253.43,166.72,248.72
106,25,106,113.69,227.36,346.85,253.8,166.7,248.58
107,25,107,113.71,227.45,346.84,254.27,167.38,248.88
108,25,108,113.77,227.78,346.77,253.16,167.16,248.64
109,25,109,113.65,227.52,346.43,253.01,166.82,248.35
110,25,110,113.68,227.5,347.19,252.85,166.93,248.52
111,25,111,113.74,227.68,347.64,252.32,167.35,248.66
112,25,112,113.8,228.14,346.78,251.91,166.49,248.23
113,25,113,113.67,227.97,347.14,250.51,166.3,247.88
114,25,114,113.6,227.46,346.64,249.47,166.35,247.38
115,25,115,113.56,227.66,347.64,249.25,166.19,247.59
116,25,116,113.46,227.58,347.32,248.68,166.49,247.42
117,25,117,113.46,227.04,347.44,248.42,166.58,247.27
118,25,118,113.49,227.17,347.89,248.05,166.63,247.33
119,25,119,113.48,227.26,347.24,248.5,167.28,247.46
120,25,120,113.49,227.11,347.17,248.98,167.02,247.46
121,25,121,113.53,227.17,346.29,248.78,167.36,247.31
122,25,122,113.55,226.72,346.16,247.9,167.88,247.08
123,25,123,113.56,226.74,345.26,248.14,167.88,246.91
124,25,124,113.38,225.95,345.65,248.13,167.54,246.72
125,25,125,113.45,226.12,344.26,248.21,167.45,246.41
126,25,126,113.5,226.7,344.66,248.46,167.26,246.67
127,25,127,113.54,226.7,345.57,248.07,167.3,246.8
128,25,128,113.42,226.28,345.14,247.9,167.31,246.55
129,25,129,113.34,226.19,345.89,247.77,167.39,246.69
130,25,130,113.28,226.81,345.62,248.37,167.44,246.93
131,25,131,113.33,227.15,346.03,248.12,167.49,247.07
132,25,132,113.44,226.8,346.3,248.51,167.18,247.06
133,25,133,113.44,227.01,346.03,249,167.71,247.3
134,25,134,113.64,227.82,345.8,248.78,167.37,247.3
135,25,135,113.76,227.91,346.33,248.67,167.36,247.43
136,25,136,113.75,227.63,346.19,248.54,167.32,247.27
137,25,137,113.74,228.18,346.87,248.41,167.11,247.49
138,25,138,113.82,228.55,345.93,248.14,167.45,247.38
139,25,139,113.84,228.61,346.08,247.75,167.73,247.41
140,25,140,113.82,228.35,346.07,247.12,167.64,247.17
141,25,141,114.03,229.54,346.08,246.16,167.42,247.19
142,25,142,114.2,230.19,345.13,246.88,167.55,247.33
143,25,143,114.19,230.58,345.22,246.72,167.36,247.37
144,25,144,114.08,230.08,346,246.35,167.32,247.34
145,25,145,114.08,230.2,346.54,247.04,167.34,247.68
146,25,146,114.08,230.03,345.83,245.47,167.39,247.09
147,25,147,114.09,229.87,347.2,245.86,167.27,247.47
148,25,148,114.03,229.68,347.66,245.5,167.69,247.55
149,25,149,114.15,229.5,348.36,245.76,167.1,247.6
150,25,150,114.25,230.54,347.81,245.67,167.41,247.78
151,25,151,114.46,231.18,347.41,245.43,167.54,247.81
152,25,152,114.41,231.03,347.9,244.69,168.32,247.91
153,25,153,114.4,231.21,348.4,245.04,167.77,248.03
154,25,154,114.46,231.75,349.14,245.75,167.21,248.38
155,25,155,114.54,231.82,350.46,245.12,167.31,248.6
156,25,156,114.73,232.03,350.64,245.33,167.45,248.78
157,25,157,114.65,232.1,350.74,246.04,167.69,249.06
158,25,158,114.57,231.7,350.05,246.36,168.12,248.99
159,25,159,114.54,231.91,350.48,246.78,167.94,249.21
160,25,160,114.51,231.62,349.91,246.24,167.24,248.68
161,25,161,114.75,231.78,349.28,246.08,166.91,248.45
162,25,162,114.74,231.62,349.74,246.77,167.11,248.74
163,25,163,114.75,232.24,351.04,246.27,167.51,249.19
164,25,164,114.8,232.06,351.12,246.05,166.78,248.92
165,25,165,114.69,231.43,351.26,246.63,166.47,248.87
166,25,166,114.68,231.54,351.58,247.84,166.2,249.21
167,25,167,114.66,231.77,351.5,248.57,166.35,249.47
168,25,168,114.6,231.42,351.03,248.74,166.58,249.35
169,25,169,114.57,231.42,352.67,250.46,166.55,250.2
170,25,170,114.77,232.06,352.88,250.7,167.05,250.59
171,25,171,114.91,232.65,352.94,250.51,167.26,250.76
172,25,172,115.04,233.39,354.23,251.25,167.71,251.56
173,25,173,114.97,233.32,355.16,251.41,167.57,251.78
174,25,174,114.91,232.95,354.68,250.72,167.29,251.33
175,25,175,115.06,233.29,355.42,251.42,167.9,251.94
176,25,176,114.94,232.46,355.87,252.03,167.98,252
177,25,177,115.18,232.65,357.13,252.67,168.16,252.56
178,25,178,115.06,232.43,356.66,251.98,168.75,252.37
179,25,179,114.98,231.79,356.03,252.26,168.9,252.14
180,25,180,115.09,231.81,356.13,252.31,169.22,252.25
181,25,181,115.16,232.27,356.58,251.69,169.48,252.39
182,25,182,115.23,232.07,355.97,252.36,169.5,252.38
183,25,183,115.38,232.71,355.24,253.15,169.04,252.44
184,25,184,115.36,232.8,354.3,252.84,169.18,252.19
185,25,185,115.39,233.25,353.03,253.76,169.13,252.19
186,25,186,115.37,232.93,353.54,254.55,169.25,252.47
187,25,187,115.42,233.34,353.47,254.62,169.49,252.62
188,25,188,115.38,233.11,353.87,254.49,169.62,252.66
189,25,189,115.31,232.8,354.14,255.05,169.65,252.8
190,25,190,115.34,233.24,354.53,255.15,169.51,253.01
191,25,191,115.3,233.23,354.67,255.42,169.6,253.14
192,25,192,115.15,232.4,353.3,255.8,169.96,252.78
193,25,193,115.28,232.43,352.63,255.48,170.18,252.58
194,25,194,115.18,232.12,352.98,255.48,169.96,252.55
195,25,195,115.21,232.67,352.64,255.43,169.56,252.47
196,25,196,115.12,232.6,352.59,256.43,169.95,252.8
197,25,197,115.11,233.38,351.35,257.22,170.57,253.04
198,25,198,114.96,233.11,351.93,258,170.35,253.26
199,25,199,114.94,233.1,351.29,257.57,170.92,253.13
200,25,200,115.12,233.7,351.28,257.97,171.27,253.47
201,25,201,115.13,233.76,351.14,257.11,171.11,253.17
202,25,202,115.23,234.18,350.19,256.01,171.33,252.82
203,25,203,115.25,234.08,350.25,255.49,171.19,252.63
204,25,204,115.31,234.33,349.72,255.19,170.88,252.4
205,25,205,115.33,234.34,350.16,256.23,171.27,252.85
206,25,206,115.37,234.52,351.32,256.84,171.05,253.29
207,25,207,115.38,234.13,351.09,257.09,171.26,253.25
208,25,208,115.45,234.54,351.77,256.86,170.8,253.35
209,25,209,115.58,234.7,351.82,256.69,170.65,253.33
210,25,210,115.72,235.07,351.49,256.64,171.4,253.51
211,25,211,115.71,235.01,350.92,257.63,171.6,253.66
212,25,212,115.81,235.77,350.82,257.18,171.8,253.77
213,25,213,115.89,235.65,352.96,257.15,171.82,254.28
214,25,214,116.05,235.58,352.44,255.3,172,253.72
215,25,215,115.97,235.48,352.23,255.97,171.39,253.66
216,25,216,116.03,235.62,353.91,254.89,171.98,253.98
217,25,217,116.17,236,353.29,254.82,171.87,253.88
218,25,218,116.24,236.34,353.33,255.77,171.7,254.18
219,25,219,116.24,236.96,354.34,255.7,171.52,254.53
220,25,220,116.23,236.76,355.12,255.93,171,254.61
221,25,221,116.11,236.55,355.21,255.5,171.09,254.51
222,25,222,116.1,236.43,355.71,256.07,171.14,254.77
223,25,223,116.2,236.41,355.68,256.24,170.7,254.69
224,25,224,116.1,235.51,356.88,255.78,170.49,254.59
225,25,225,115.89,234.64,357.27,256.52,171.03,254.78
226,25,226,115.97,234.62,358.15,257.26,171.12,255.2
227,25,227,115.88,234.99,358.09,257.05,170.87,255.16
228,25,228,115.78,234.66,357.33,256.71,171.12,254.88
229,25,229,115.93,234.74,358.32,256.44,171.32,255.11
230,25,230,116.01,234.88,356.58,255.92,171.49,254.64
231,25,231,115.96,234.73,356.37,255.81,171.3,254.48
232,25,232,115.98,234.85,358.24,256.69,171.77,255.34
233,25,233,115.85,234.71,358.87,255.98,171.97,255.32
234,25,234,115.82,234.65,358.65,256.67,171.58,255.32
235,25,235,115.89,234.42,359.15,257.37,171.09,255.45
236,25,236,115.94,234.92,358.39,257.92,171.4,255.61
237,25,237,116.15,235.08,358.99,258.87,171.47,256.04
238,25,238,116.16,235.37,358.9,259.02,171.4,256.12
239,25,239,116.11,235.39,358.43,259.5,171.47,256.15
240,25,240,116.24,235.92,357.67,258.77,170.97,255.79
241,25,241,116.15,235.5,357.39,259.52,170.97,255.81
242,25,242,116.13,235.46,358.3,259.38,171.45,256.11
243,25,243,116.05,235.31,357.9,260.16,171.47,256.16
244,25,244,116.11,235.51,358.26,259.86,171.45,256.23
245,25,245,116.14,235.78,356.85,259.86,171.74,256.03
246,25,246,116.11,235.31,355.79,259.9,172.29,255.78
247,25,247,116.28,235.83,355.53,259.92,172.26,255.85
248,25,248,116.19,235.46,356.58,259.24,171.7,255.72
249,25,249,116.28,236.01,357.59,258.85,171.92,256.06
250,25,250,116.29,235.9,358.28,258.46,172.02,256.12
251,25,251,116.24,235.65,358.98,258.04,171.56,256.02
252,25,252,116.2,235.54,358.49,257.46,171.74,255.78
253,25,253,116.11,235.14,358.58,257.36,171.54,255.62
254,25,254,116.09,235.5,358.71,256.37,171.67,255.54
255,25,255,116.08,235.31,357.64,256.85,171.35,255.26
256,25,256,116.14,235.73,357.12,256.36,171.24,255.07
257,25,257,116.25,235.64,356.62,254.99,170.78,254.48
258,25,258,116.3,235.25,357.53,256.36,170.37,254.84
259,25,259,116.34,235.65,357.92,257.11,170.32,255.21
260,25,260,116.37,235.54,358.98,257.22,170.42,255.5
261,25,261,116.28,235.13,359.31,258.13,170.6,255.75
262,25,262,116.29,235.12,360.12,258.19,170.93,256.04
263,25,263,116.39,235.47,360.46,259.26,170.62,256.4
264,25,264,116.22,234.97,360.88,259.68,170.96,256.56
265,25,265,116.38,235.38,361.47,259.52,171.21,256.82
266,25,266,116.32,235.69,361.28,260.09,171.05,256.96
267,25,267,116.2,235.32,360.29,260.24,171.89,256.88
268,25,268,116.29,235.36,359.59,259.94,171.53,256.56
269,25,269,116.15,235.37,359.74,259.52,172.13,256.64
270,25,270,116.17,235.27,359.87,258.91,171.69,256.39
271,25,271,115.99,234.87,359.85,260.1,171.65,256.59
272,25,272,116.02,234.87,359.48,259.46,171.55,256.3
273,25,273,116.13,235.44,360.11,259.03,171.75,256.53
274,25,274,116.36,235.99,360.05,259.23,171.51,256.63
275,25,275,116.29,236.14,360.35,258.82,171.77,256.73
276,25,276,116.43,236.09,359.94,258.53,171.85,256.57
277,25,277,116.5,236.28,358.63,258.62,171.26,256.17
278,25,278,116.6,236.34,358.48,258.89,170.5,256.02
279,25,279,116.64,236.84,359.51,259.32,171.02,256.63
280,25,280,116.69,237.23,361.04,259.48,170.83,257.09
281,25,281,116.84,237.63,362.47,260.62,171.25,257.94
282,25,282,116.79,237.51,362.03,261.16,171.73,258.06
283,25,283,116.55,236.63,361.45,260.58,171.73,257.54
284,25,284,116.62,237.04,359.7,261.65,171.56,257.43
285,25,285,116.59,236.84,358.53,261.32,171.97,257.12
286,25,286,116.69,237.22,358.28,261.01,172.29,257.14
287,25,287,116.65,236.99,359,262.8,172.53,257.78
288,25,288,116.8,237.57,359.54,262.18,172.24,257.83
289,25,289,116.89,237.83,360.38,263.08,172.39,258.36
290,25,290,116.98,238.11,360.69,264.45,172.34,258.85
291,25,291,116.82,237.63,361.21,264.01,172.14,258.71
292,25,292,116.58,237.16,361.3,263.53,171.77,258.39
293,25,293,116.49,237.53,361.43,263.07,171.72,258.39
294,25,294,116.48,237.13,361,262.92,171.92,258.21
295,25,295,116.44,236.8,361.4,263.35,172.37,258.45
296,25,296,116.42,236.77,361.45,263.85,172.12,258.51
297,25,297,116.49,236.84,361.02,263.47,172.6,258.44
298,25,298,116.5,237.39,361.51,263.7,173.01,258.85
299,25,299,116.55,237.55,363.3,264,172.84,259.37
300,25,300,116.66,238.15,363.46,263.68,173,259.52
301,25,301,116.49,237.44,363.03,264.07,172.98,259.33
302,25,302,116.51,237.22,363.93,263.89,172.47,259.33
303,25,303,116.64,237.32,364.98,263.96,172.62,259.67
304,25,304,116.63,237.44,363.48,263.96,172.94,259.42
305,25,305,116.61,237.63,362.62,263.71,173.58,259.36
306,25,306,116.41,237.02,362.34,264.39,173.43,259.27
307,25,307,116.44,236.83,362.17,264.25,173.63,259.18
308,25,308,116.5,237.25,362.76,264.79,174.07,259.68
309,25,309,116.56,236.93,363.19,265.28,174.15,259.87
310,25,310,116.57,236.75,361.93,265.77,173.97,259.59
311,25,311,116.62,236.67,362.86,266.66,173.92,260.03
312,25,312,116.9,237.95,363.48,266.88,173.96,260.57
313,25,313,116.83,237.85,363.27,266.76,173.46,260.32
314,25,314,116.87,237.98,363.38,267.07,173.37,260.45
315,25,315,116.92,237.79,363.4,266.85,173.85,260.48
316,25,316,116.88,237.58,363.89,268.06,174.06,260.91
317,25,317,116.98,237.78,364.6,267.81,173.69,260.99
318,25,318,116.99,237.66,364.06,267.33,173.98,260.77
319,25,319,116.83,237.09,364.19,266.96,174.54,260.69
320,25,320,116.8,237.35,364.45,266.6,174.74,260.78
321,25,321,116.77,237.06,365.43,267.11,174.68,261.07
322,25,322,116.87,237.64,366.23,267.04,175.07,261.5
323,25,323,116.73,237.44,366.29,266.52,174.45,261.18
324,25,324,116.5,236.61,366.11,267.65,174.46,261.2
325,25,325,116.51,236.73,365.3,267.52,174.11,260.89
326,25,326,116.46,236.36,364.3,267.46,174.65,260.68
327,25,327,116.35,235.86,363.58,267.29,174.45,260.28
328,25,328,116.4,235.67,364.27,267.83,175.09,260.69
329,25,329,116.46,235.92,363.87,266.52,175.06,260.3
330,25,330,116.47,236.02,363.71,266.2,174.73,260.15
331,25,331,116.17,234.78,363.4,266.4,174.36,259.72
332,25,332,116.09,234.53,363.79,267.06,174.12,259.86
333,25,333,116.16,234.77,363.74,267.39,174.07,259.97
334,25,334,116.17,234.19,364.89,267.68,173.46,260.04
335,25,335,116.19,233.98,364.86,267.3,173.23,259.82
336,25,336,116.07,233.78,364.95,266.94,173.45,259.76
337,25,337,116.06,233.93,365.32,265.16,173.37,259.43
338,25,338,116.22,234.43,364.81,264.58,173.3,259.24
339,25,339,116.43,235.45,365.27,264.43,173.26,259.56
340,25,340,116.37,235.1,364.46,264.55,173.61,259.39
341,25,341,116.18,234.8,365.09,264.57,173.53,259.46
342,25,342,116.18,235.07,364.66,264.96,173.75,259.58
343,25,343,116.31,235.63,364.87,265.15,173.99,259.88
344,25,344,116.38,235.58,365.22,264.11,173.99,259.7
345,25,345,116.32,235.46,365.08,264.02,174.01,259.61
346,25,346,116.24,234.98,364.12,263.6,174.27,259.21
347,25,347,116.41,235.7,362.86,263.33,174.25,259.01
348,25,348,116.41,235.53,364.28,262.77,174.33,259.21
349,25,349,116.31,234.74,363.84,263,173.92,258.87
350,25,350,116.36,235.17,363.05,262.8,174.16,258.79
351,25,351,116.49,235.01,363.11,262.04,173.82,258.5
352,25,352,116.6,235.52,362.63,262.41,173.71,258.57
353,25,353,116.5,235.79,362.01,262.27,173.63,258.41
354,25,354,116.46,235.27,362.08,263.04,173.4,258.44
355,25,355,116.49,235.08,362.52,263.48,173.54,258.64
356,25,356,116.38,234.44,362.18,263.4,173.47,258.35
357,25,357,116.38,235.35,361.41,264.46,173.34,258.62
358,25,358,116.45,235.35,361.03,262.97,173.07,258.1
359,25,359,116.46,235.38,361.52,262.74,173.48,258.27
360,25,360,116.62,235.33,361.67,263.49,173.27,258.43
361,25,361,116.59,235.09,361.33,264.01,173.27,258.4
362,25,362,116.64,235.05,361.39,264.82,172.94,258.51
363,25,363,116.71,235.2,362.14,264.2,173.13,258.64
364,25,364,116.71,235.46,364.01,264.95,173.21,259.38
365,25,365,116.76,235.49,363.65,265.16,172.97,259.28
366,25,366,116.97,235.72,364.93,264.87,173.11,259.63
367,25,367,117.23,236.17,365.8,264.24,173.29,259.86
368,25,368,117.31,236.66,365.4,264.13,173.26,259.84
369,25,369,117.12,236.49,364.8,265.31,173.52,260.01
370,25,370,117.25,236.61,364.7,265.54,173.46,260.06
371,25,371,117.18,236.52,365.07,265.3,173.36,260.05
372,25,372,117.11,235.94,365.3,264.5,173.34,259.78
373,25,373,117.05,235.93,365.01,264.6,173.83,259.85
374,25,374,117.08,235.89,364.07,264.74,173.87,259.64
375,25,375,116.93,235.73,363.79,265.16,173.58,259.55
376,25,376,116.81,235.68,364.73,264.49,173.61,259.61
377,25,377,116.8,235.68,365.11,264.64,173.55,259.74
378,25,378,116.81,235.92,365.77,264.95,173.76,260.09
379,25,379,116.9,236.2,365.9,265.32,173.89,260.33
380,25,380,116.69,235.29,366.23,265.09,174.18,260.19
381,25,381,116.46,234.49,366.06,265.69,174.51,260.18
382,25,382,116.33,234.35,365.92,265.9,174.87,260.26
383,25,383,116.33,234.6,364.13,266.44,174.32,259.87
384,25,384,116.37,234.59,363.44,266.1,174.74,259.72
385,25,385,116.34,234.34,364.09,265.39,175,259.7
386,25,386,116.27,234.16,362.75,263.69,174.96,258.89
387,25,387,116.47,234.9,362.73,263.05,174.64,258.84
388,25,388,116.49,234.53,362.42,263.17,175.01,258.78
389,25,389,116.47,234.57,362.93,263.2,175.04,258.94
390,25,390,116.4,234.51,363.14,262.67,174.53,258.71
0,26,0,117.33,238.03,352.51,257.36,179.96,256.96
1,26,1,117.3,237.52,351.69,256.52,180.06,256.44
2,26,2,117.16,237.36,350.53,256.83,180.58,256.31
3,26,3,117.36,238.27,350.92,257.03,180.82,256.73
4,26,4,117.19,237.96,352.61,256.53,180.91,256.97
5,26,5,117.14,237.34,352.2,255.91,180.91,256.57
6,26,6,117.2,237.39,352.49,256.59,180.34,256.68
7,26,7,117.13,236.81,353.86,255.99,180.22,256.7
8,26,8,117.05,236.49,354.62,255.85,180.32,256.8
9,26,9,116.79,235.6,355.14,255.35,180.66,256.67
10,26,10,116.93,235.68,354.77,254.57,181.09,256.51
11,26,11,116.93,235.48,355.82,253.81,180.81,256.47
12,26,12,116.98,235.76,355.84,254.16,180.7,256.61
13,26,13,116.95,235.61,356.27,253.18,180.79,256.45
14,26,14,117,235.48,356,253.07,180.65,256.29
15,26,15,116.99,234.98,355.71,254.14,180.16,256.24
16,26,16,117.14,235.55,355.93,255.11,179.74,256.57
17,26,17,117.05,235.62,357.13,256.01,179.47,257.06
18,26,18,117.16,236.04,355.26,255.83,180.38,256.89
